zipcode,latitude,longitude,SALEPRICE,bakery_count_rating,bakery_count_price_level,bar_count_rating,bar_count_price_level,cafe_count_rating,cafe_count_price_level,grocery_or_supermarket_count_rating,grocery_or_supermarket_count_price_level,movie_theater_count_rating,movie_theater_count_price_level,park_count_rating,park_count_price_level,pharmacy_count_rating,pharmacy_count_price_level,restaurant_count_rating,restaurant_count_price_level,school_count_rating,school_count_price_level,spa_count_rating,spa_count_price_level,subway_station_count_rating,subway_station_count_price_level,bakery_mean_rating,bakery_mean_price_level,bar_mean_rating,bar_mean_price_level,cafe_mean_rating,cafe_mean_price_level,grocery_or_supermarket_mean_rating,grocery_or_supermarket_mean_price_level,movie_theater_mean_rating,movie_theater_mean_price_level,park_mean_rating,park_mean_price_level,pharmacy_mean_rating,pharmacy_mean_price_level,restaurant_mean_rating,restaurant_mean_price_level,school_mean_rating,school_mean_price_level,spa_mean_rating,spa_mean_price_level,subway_station_mean_rating,subway_station_mean_price_level
20175,38.9378081464,-77.0748012583,368500.0,0.0,0.0,8.0,8.0,3.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,,,3.9375,2.25,4.03333333333,2.0,3.95,2.0,,,4.3,,2.0,2.0,3.85789473684,1.73684210526,4.0,,4.3,,,
20176,38.9074022531,-76.9973399772,270666.666667,1.5,1.66666666667,16.1666666667,13.3333333333,2.83333333333,2.83333333333,1.66666666667,1.66666666667,0.333333333333,0.0,0.666666666667,0.0,1.16666666667,1.33333333333,25.5,23.0,4.0,0.0,0.166666666667,0.0,0.0,0.0,3.78333333333,1.41666666667,4.08361904762,1.71895015316,4.28666666667,1.6130952381,3.89375,1.79166666667,4.2,,4.475,,2.48888888889,2.0,3.97575560778,1.40994221724,4.21342592593,,4.3,,,
20178,38.9050298707,-77.048235977,2150000.0,26.0,30.0,60.0,59.0,51.0,52.0,6.0,8.0,0.0,0.0,8.0,0.0,7.0,1.0,60.0,59.0,4.0,0.0,21.0,3.0,4.0,0.0,3.91538461538,1.36666666667,3.7,2.32203389831,3.75490196078,1.55769230769,3.93333333333,1.875,,,4.2125,,3.78571428571,2.0,3.82333333333,2.33898305085,4.575,,4.02857142857,2.33333333333,3.975,
20181,38.9161082546,-77.0081337671,446000.0,3.0,3.0,9.0,12.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,4.23333333333,1.33333333333,4.16666666667,1.41666666667,3.9,1.5,4.25,1.0,,,4.6,,,,3.94285714286,1.35897435897,4.25,,,,,
20184,38.9300150385,-77.0776382752,225000.0,0.0,0.0,10.0,13.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,,,4.1,1.84615384615,4.25,2.0,3.95,2.0,,,4.3,,,2.0,3.92380952381,1.81818181818,4.32,,,,,
20186,38.9150086958,-77.0490432295,2000000.0,13.0,12.0,59.0,58.0,33.0,32.0,8.0,8.0,0.0,0.0,4.0,0.0,4.0,3.0,60.0,59.0,1.0,0.0,12.0,3.0,1.0,0.0,4.03076923077,1.41666666667,3.76101694915,2.12068965517,3.94848484848,1.5,4.25,1.875,,,4.075,,3.5,1.66666666667,3.84666666667,2.1186440678,4.9,,4.16666666667,2.33333333333,4.0,
20187,38.9047240534,-76.9976394135,422500.0,2.0,2.5,18.0,15.5,4.0,4.0,2.5,0.5,0.5,0.0,1.0,0.0,2.0,1.0,27.5,24.5,5.5,0.0,0.5,0.0,0.5,0.0,3.85,1.5,4.14393939394,1.73333333333,4.45,1.64285714286,3.84166666667,2.0,5.0,,4.5,,2.41666666667,2.0,4.03068181818,1.29263565891,4.16833333333,,3.9,,3.9,
20188,38.9262299822,-77.0353641532,512000.0,11.0,10.0,57.0,55.0,21.0,22.0,7.0,7.0,0.0,0.0,4.0,0.0,6.0,6.0,60.0,58.0,10.0,0.0,2.0,0.0,0.0,0.0,4.12727272727,1.6,3.91929824561,1.81818181818,4.18571428571,1.45454545455,3.9,2.0,,,4.4,,3.06666666667,1.83333333333,3.87666666667,1.81034482759,4.32,,4.3,,,
20189,38.9234960802,-77.050557874,768000.0,17.4,19.0,48.0,46.2,33.8,34.8,6.2,6.8,0.6,0.0,5.2,0.0,7.0,3.2,56.6,54.6,4.0,0.0,14.4,2.6,2.0,0.0,3.91907322069,1.63597402597,3.88837639553,2.13730807577,3.95141075912,1.53340582715,4.03476190476,2.05,3.975,,4.19285714286,,3.5661038961,2.0,3.83253852021,2.08901349266,4.51866666667,,4.14624094203,2.84583333333,3.985,
20190,38.901533702,-77.0163627683,395043.266667,4.73333333333,4.46666666667,22.0,21.0666666667,7.66666666667,8.13333333333,3.26666666667,3.13333333333,0.133333333333,0.0,1.8,0.0,2.4,2.0,32.0666666667,29.1333333333,2.13333333333,0.0,1.93333333333,0.266666666667,0.333333333333,0.0,3.67606421356,1.50810855811,3.99690423734,1.80965586203,4.18005585746,1.6131944351,3.51639455782,1.8369047619,4.05,,4.42475,,2.86066326531,1.96538461538,3.80191830021,1.56925343186,4.21607142857,,4.28023076923,3.0,3.8625,
20191,38.8944821747,-76.9936311197,331700.0,6.8,7.8,23.4,21.8,14.0,14.8,3.2,2.0,0.4,0.0,2.2,0.0,1.8,0.4,34.2,32.6,4.2,0.0,4.2,1.0,0.8,0.0,3.5678442029,1.22277777778,3.73567765568,1.6217498074,3.69686507937,1.45737044818,4.02888888889,1.86666666667,4.05,,4.32166666667,,3.58666666667,2.0,3.81072438672,1.5017282341,4.41352380952,,4.09,2.8,4.06666666667,
20194,38.9289244241,-77.0101665655,329950.0,3.5,3.5,13.0,10.0,6.0,7.0,2.0,1.5,0.0,0.0,0.5,0.0,2.5,3.0,37.0,33.0,2.0,0.0,1.0,0.0,0.5,0.0,3.81428571429,1.16666666667,3.98977272727,1.6568627451,4.43636363636,1.41666666667,4.13333333333,2.0,,,4.6,,3.0875,2.0,3.86787037037,1.42857142857,4.425,,4.35,,3.9,
20195,38.9196104233,-77.0201634152,422500.0,7.5,7.5,47.5,46.0,16.5,18.0,5.5,4.0,1.0,0.0,2.5,0.0,3.5,2.0,53.0,53.0,8.0,0.0,0.5,0.0,1.5,0.0,4.26,1.35,3.96593662628,1.63415233415,4.1847826087,1.375,4.18571428571,2.0,5.0,,4.55,,2.45,2.0,3.921619185,1.61539848539,4.22666666667,,4.7,,3.925,
20201,38.8806267251,-77.0163992405,287500.0,3.0,4.0,12.0,10.0,10.0,11.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,36.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,2.73333333333,1.5,3.775,1.8,3.45,1.72727272727,2.5,2.0,4.5,,4.54,,3.4,2.0,3.60277777778,1.46153846154,3.8,,,,,
20521,38.9177092161,-77.0285520726,395000.0,11.0,11.0,60.0,55.0,23.0,23.0,12.0,10.0,1.0,0.0,8.0,0.0,7.0,3.0,60.0,59.0,9.0,0.0,1.0,0.0,2.0,0.0,4.0,1.63636363636,3.90166666667,1.94545454545,4.17826086957,1.39130434783,4.18333333333,2.0,5.0,,4.3125,,2.98571428571,1.66666666667,3.935,1.91525423729,4.3,,4.7,,3.95,
